"dmuiid","lmapunitiid","muiid","MLRARSYM","Count","percentmlra","pmlra","mu.total","affinity","LRU","best","ofbest","compname","coiid","areasymbol","areaname","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site","grpname"
166527,1474194,1474194,"139",11,3.23279250673964e-05,3.23279250673964e-05,3.23279250673964e-05,100,"139",100,100,"Fitchville",324716,"OH153","Summit County, Ohio","1lh0n","Fitchville silt loam, low terrace, 0 to 2 percent slopes",18.1132713664662,TRUE,95,"alfisols","aeric ochraqualfs","Fine-silty, mixed, mesic Aeric Ochraqualfs","somewhat poorly",1,127,250,0,11.1680003356934,67.5320013427734,21.3,2.08,9.25999993085861,6.26,0,26.2279995091756,51.4120012156169,22.36,0.971333339214325,24.0400000214577,"flood",38,0,"glaciolacustrine deposits",NA,"lake plain & terrace","no","no",50,"F139XY008OH","12-BEL Belmont, New York"
166528,1474195,1474195,"139",70,0.000205723159519795,0.000205723159519795,0.000205723159519795,100,"139",100,100,"Geeburg",324719,"OH153","Summit County, Ohio","1lh0p","Geeburg silt loam, 6 to 18 percent slopes",18.1891041346959,TRUE,100,"alfisols","aquic hapludalfs","Fine, illitic, mesic Aquic Hapludalfs","moderately well",8,71,250,0,12.760000038147,46.8400001525879,40.4,1.25,7.29999989271164,6.03999996185303,0,7.71999988555908,44.8133328755697,47.4666666666667,0.679666672945023,16.3499996513128,"none",20,0,"till, unspecified",NA,"till plain & moraine","no","no",100,"F139XY002OH","12-BEL Belmont, New York"
166535,288354,288354,"139",6586,0.0193556104085339,0.0193556104085339,0.0367046000528818,52.7334731359215,"139",52.7334731359215,100,"Holly",324726,"OH103","Medina County, Ohio","9p1r","Holly silt loam",18.070145010099,TRUE,95,"entisols","typic fluvaquents","Fine-loamy, mixed, nonacid, mesic Typic Fluvaquents","poorly",0.800000011920929,71,250,0,30.9979996490479,46.3820003509521,22.62,2.31199997425079,9.46000026166439,6.40800008773804,0,50.255999883016,29.1006667836507,20.6433333333333,1.63733329296112,24.3000004589558,"flood",23,0,"alluvium","siltstone","flood plain","yes","no",25,"F139XY009OH","12-BEL Belmont, New York"
166541,2217002,2217002,"139",57,0.00016751742989469,0.00016751742989469,0.000323613737748721,51.7646225589978,"139",51.7646225589978,100,"Lorain",324735,"OH169","Wayne County, Ohio","2ddz6","Lorain silty clay loam",18.0467994045204,TRUE,100,"alfisols","mollic ochraqualfs","Fine, illitic, mesic Mollic Ochraqualfs","very poorly",0.5,142,250,0,9.03999977111816,47.2100002288818,43.75,2.325,7.95000031590462,5.65999999046326,0,8.03933331171672,49.3473336283366,42.6133333333333,1.14533333520095,22.4400006383657,"none",15,0,"glaciolacustrine deposits",NA,"depression","yes","no",0,"F139XY011OH","12-BEL Belmont, New York"
166542,288361,288361,"139",3000,0.00881670683656265,0.00881670683656265,0.00881670683656265,100,"139",100,100,"Loudonville",324736,"OH103","Medina County, Ohio","9p1z","Loudonville silt loam, 2 to 6 percent slopes",18.0488284645081,TRUE,100,"alfisols","ultic hapludalfs","Fine-loamy, mixed, mesic Ultic Hapludalfs","well",4,250,71,0,25.3799999237061,52.0199996948242,22.6,1.1,7.5,5.50000019073486,0,24.6464787066822,51.7478866577148,23.6056338028169,0.922535211267606,10.2299998998642,"none",20,0,"till, unspecified & till, unspecified & residuum & residuum","NA & sandstone, unspecified & siltstone, unspecified","hill","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
166543,288362,288362,"139",613,0.00180154709693763,0.00180154709693763,0.00180154709693763,100,"139",100,100,"Loudonville",324737,"OH103","Medina County, Ohio","9p20","Loudonville silt loam, 6 to 12 percent slopes",18.0342426331164,TRUE,100,"alfisols","ultic hapludalfs","Fine-loamy, mixed, mesic Ultic Hapludalfs","well",8,250,71,0,25.3799999237061,52.0199996948242,22.6,1.1,7.5,5.50000019073486,0,24.6464787066822,51.7478866577148,23.6056338028169,0.922535211267606,10.2299998998642,"none",20,0,"till, unspecified & till, unspecified & residuum & residuum","NA & sandstone, unspecified & siltstone, unspecified","hill","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
166544,288363,288363,"139",3819,0.0112236678029443,0.0112236678029443,0.0117700048804334,95.3582255654172,"139",95.3582255654172,100,"Loudonville",324738,"OH103","Medina County, Ohio","9p21","Loudonville silt loam, 6 to 12 percent slopes, moderately eroded",18.0475993688992,TRUE,100,"alfisols","ultic hapludalfs","Fine-loamy, mixed, mesic Ultic Hapludalfs","well",10,250,71,0,25.3799999237061,52.0199996948242,22.6,1.1,7.5,5.50000019073486,0,24.6464787066822,51.7478866577148,23.6056338028169,0.922535211267606,10.2299998998642,"none",20,0,"till, unspecified & till, unspecified & residuum & residuum","NA & sandstone, unspecified & siltstone, unspecified","hill","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
166545,1474196,1474196,"139",3,8.81670683656265e-06,8.81670683656265e-06,8.81670683656265e-06,100,"139",100,100,"Loudonville",324739,"OH153","Summit County, Ohio","1lh0q","Loudonville silt loam, 12 to 25 percent slopes, moderately eroded",18.1263033548991,TRUE,100,"alfisols","ultic hapludalfs","Fine-loamy, mixed, mesic Ultic Hapludalfs","well",14,250,71,0,25.3799999237061,52.0199996948242,22.6,1.1,7.5,5.50000019073486,0,24.6464787066822,51.7478866577148,23.6056338028169,0.922535211267606,10.2299998998642,"none",20,0,"till, unspecified & till, unspecified & residuum & residuum","NA & sandstone, unspecified & siltstone, unspecified","hill","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
166545,288364,288364,"139",4851,0.0142566149547218,0.0142566149547218,0.0153158399008741,93.0841210602372,"139",93.0841210602372,100,"Loudonville",324739,"OH103","Medina County, Ohio","9p22","Loudonville silt loam, 12 to 25 percent slopes, moderately eroded",18.0653443573652,TRUE,100,"alfisols","ultic hapludalfs","Fine-loamy, mixed, mesic Ultic Hapludalfs","well",14,250,71,0,25.3799999237061,52.0199996948242,22.6,1.1,7.5,5.50000019073486,0,24.6464787066822,51.7478866577148,23.6056338028169,0.922535211267606,10.2299998998642,"none",20,0,"till, unspecified & till, unspecified & residuum & residuum","NA & sandstone, unspecified & siltstone, unspecified","hill","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
166554,2217011,2217011,"139",145,0.000426140830433861,0.000426140830433861,0.000470739775535013,90.5257750844481,"139",90.5257750844481,100,"Olmsted",324754,"OH169","Wayne County, Ohio","2ddzh","Olmsted loam",17.9816361497713,TRUE,100,"alfisols","mollic ochraqualfs","Fine-loamy, mixed, mesic Mollic Ochraqualfs","very poorly",0.5,117,250,0,51.9639991760254,27.3760008239746,20.66,3.165,8.4600000679493,6.56799989700317,0,53.3366658782959,25.5466674550374,21.1166666666667,1.43400000065565,23.4699996709824,"none",23,0,"outwash & alluvium",NA,"depression","yes","no",0,"F139XY011OH","12-BEL Belmont, New York"
166558,288377,288377,"139",572,0.00168105210350461,0.00168105210350461,0.00168105210350461,100,"139",100,100,"Quarries",324759,"OH103","Medina County, Ohio","9p2h","Pits, quarry",18.0816825953397,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
166569,288388,288388,"139",1096,0.00322103689762422,0.00322103689762422,0.00322103689762422,100,"139",100,100,"Schaffenaker",324773,"OH103","Medina County, Ohio","9p2v","Schaffenaker loamy sand, 25 to 70 percent slopes",18.0632978216575,TRUE,100,"entisols","typic quartzipsamments","Mesic Typic Quartzipsamments","well",25,250,97,0,81.6999969482422,16.3000030517578,2,0.725000001490116,2.5000000372529,5,0,81.6999969482422,16.3000030517578,2,0.470618558913162,4.85000007227063,"none",0,0,"residuum","sandstone","hill","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
166577,2217018,2217018,"139",13,3.82057296251048e-05,3.82057296251048e-05,3.82057296251048e-05,100,"139",100,100,"Willette",324784,"OH169","Wayne County, Ohio","2ddzq","Willette muck",17.9842328291673,TRUE,100,"histosols","terric medisaprists","Clayey, illitic, euic, mesic Terric Medisaprists","very poorly",1,76,250,0,0,0,0,79.5,11.5000002086163,5.30000019073486,0,2.96,29.1066666666667,17.2666666666667,40.3786666681369,27.0999999642372,"none",76,0,"organic, unspecified & glaciolacustrine deposits",NA,"depression","yes","no",0,"F139XY013OH","12-BEL Belmont, New York"
166578,288397,288397,"139",7314,0.0214951312675397,0.0214951312675397,0.0214951312675397,100,"139",100,100,"Wooster",324785,"OH103","Medina County, Ohio","9p34","Wooster silt loam, 2 to 6 percent slopes",18.0226588597349,TRUE,100,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",3,107,250,0,33.8119989776611,48.8180010223389,17.37,1.52400000810623,8.32000024616718,6.22399993896484,0,39.0993324788411,41.8840008544922,19.0166666666667,0.784666678508123,19.4800003692508,"none",33,0,"till, unspecified","sandstone and siltstone","till plain & moraine","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166579,288398,288398,"139",4199,0.0123404506689089,0.0123404506689089,0.0123404506689089,100,"139",100,100,"Wooster",324786,"OH103","Medina County, Ohio","9p35","Wooster silt loam, 2 to 6 percent slopes, moderately eroded",17.9967749301068,TRUE,100,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",5,107,250,0,33.8119989776611,48.8180010223389,17.37,1.52400000810623,8.32000024616718,6.22399993896484,0,39.0993324788411,41.8840008544922,19.0166666666667,0.784666678508123,19.4800003692508,"none",33,0,"till, unspecified","sandstone and siltstone","till plain & moraine","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166580,288399,288399,"139",15606,0.0458645089637989,0.0458645089637989,0.0458645089637989,100,"139",100,100,"Wooster",324787,"OH103","Medina County, Ohio","9p36","Wooster silt loam, 6 to 12 percent slopes, moderately eroded",18.0467457477365,TRUE,100,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",8,107,250,0,33.8119989776611,48.8180010223389,17.37,1.52400000810623,8.32000024616718,6.22399993896484,0,39.0993324788411,41.8840008544922,19.0166666666667,0.784666678508123,19.4800003692508,"none",33,0,"till, unspecified","sandstone and siltstone","till plain & moraine","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166581,288400,288400,"139",2995,0.00880201232516838,0.00880201232516838,0.00880201232516838,100,"139",100,100,"Wooster",324788,"OH103","Medina County, Ohio","9p37","Wooster silt loam, 12 to 25 percent slopes, moderately eroded",18.0706620561858,TRUE,100,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",14,107,250,0,33.8119989776611,48.8180010223389,17.37,1.52400000810623,8.32000024616718,6.22399993896484,0,39.0993324788411,41.8840008544922,19.0166666666667,0.784666678508123,19.4800003692508,"none",33,0,"till, unspecified","sandstone and siltstone","till plain & moraine","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166581,1474199,1474199,"139",39,0.000114617188875314,0.000114617188875314,0.000114617188875314,100,"139",100,100,"Wooster",324788,"OH153","Summit County, Ohio","1lh0t","Wooster silt loam, 12 to 25 percent slopes, moderately eroded",18.1113098829221,TRUE,100,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",14,107,250,0,33.8119989776611,48.8180010223389,17.37,1.52400000810623,8.32000024616718,6.22399993896484,0,39.0993324788411,41.8840008544922,19.0166666666667,0.784666678508123,19.4800003692508,"none",33,0,"till, unspecified","sandstone and siltstone","till plain & moraine","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166582,288401,288401,"139",1005,0.00295359679024849,0.00295359679024849,0.00295359679024849,100,"139",100,100,"Wooster",324789,"OH103","Medina County, Ohio","9p38","Wooster silt loam, 25 to 70 percent slopes",18.0287800138863,TRUE,100,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",25,107,250,0,33.8119989776611,48.8180010223389,17.37,1.52400000810623,8.32000024616718,6.22399993896484,0,39.0993324788411,41.8840008544922,19.0166666666667,0.784666678508123,19.4800003692508,"none",33,0,"till, unspecified","sandstone and siltstone","till plain & moraine","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166582,2217023,2217023,"139",10,2.93890227885422e-05,2.93890227885422e-05,2.93890227885422e-05,100,"139",100,100,"Wooster",324789,"OH169","Wayne County, Ohio","2ddzw","Wooster silt loam, 25 to 70 percent slopes",18.0323223114014,TRUE,100,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",25,107,250,0,33.8119989776611,48.8180010223389,17.37,1.52400000810623,8.32000024616718,6.22399993896484,0,39.0993324788411,41.8840008544922,19.0166666666667,0.784666678508123,19.4800003692508,"none",33,0,"till, unspecified","sandstone and siltstone","till plain & moraine","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166583,1721833,1721833,"139",27,7.93503615290638e-05,7.93503615290638e-05,7.93503615290638e-05,100,"139",100,100,"Bogart",324790,"OH155","Trumbull County, Ohio","1vsq0","Bogart silt loam, 0 to 2 percent slopes",17.5740355738887,TRUE,100,"alfisols","aquic hapludalfs","Fine-loamy, mixed, mesic Aquic Hapludalfs","moderately well",1,250,250,0,35.7519987487793,43.3080012512207,20.94,1.38,5.90000015497208,5.21599996566772,0,42.3619989013672,36.4180010986328,21.22,0.871999998688698,14.5800002105534,"none",18,0,"outwash",NA,"terrace","no","no",100,"F139XY004OH","12-BEL Belmont, New York"
166583,288402,288402,"139",2835,0.0083317879605517,0.0083317879605517,0.0083317879605517,100,"139",100,100,"Bogart",324790,"OH133","Portage County, Ohio","9p39","Bogart silt loam, 0 to 2 percent slopes",17.7662016631434,TRUE,100,"alfisols","aquic hapludalfs","Fine-loamy, mixed, mesic Aquic Hapludalfs","moderately well",1,250,250,0,35.7519987487793,43.3080012512207,20.94,1.38,5.90000015497208,5.21599996566772,0,42.3619989013672,36.4180010986328,21.22,0.871999998688698,14.5800002105534,"none",18,0,"outwash",NA,"terrace","no","no",100,"F139XY004OH","12-BEL Belmont, New York"
166584,288403,288403,"139",15524,0.0456235189769328,0.0456235189769328,0.0456235189769328,100,"139",100,100,"Bogart",324791,"OH133","Portage County, Ohio","9p3b","Bogart silt loam, 2 to 6 percent slopes",17.7926418924418,TRUE,100,"alfisols","aquic hapludalfs","Fine-loamy, mixed, mesic Aquic Hapludalfs","moderately well",4,250,250,0,35.7519987487793,43.3080012512207,20.94,1.38,5.90000015497208,5.21599996566772,0,42.3619989013672,36.4180010986328,21.22,0.871999998688698,14.5800002105534,"none",18,0,"outwash",NA,"terrace","no","no",100,"F139XY004OH","12-BEL Belmont, New York"
166585,288404,288404,"139",2540,0.00746481178828971,0.00746481178828971,0.00746481178828971,100,"139",100,100,"Haskins",324793,"OH133","Portage County, Ohio","9p3c","Bogart-Haskins complex, 2 to 6 percent slopes",17.8166249890966,TRUE,40,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",4,71,250,0,40.8759997558594,39.0440002441406,20.08,1.405,7.65999989211559,5.5,0,25.926666692098,39.7599999745687,34.3133333333333,0.635,19.2899998575449,"none",33,0,"glaciolacustrine deposits & till, unspecified",NA,"lake plain & till plain","no","no",50,"F139XY002OH","12-BEL Belmont, New York"
166585,288404,288404,"139",2540,0.00746481178828971,0.00746481178828971,0.00746481178828971,100,"139",100,100,"Bogart",324792,"OH133","Portage County, Ohio","9p3c","Bogart-Haskins complex, 2 to 6 percent slopes",17.8166249890966,TRUE,50,"alfisols","aquic hapludalfs","Fine-loamy, mixed, mesic Aquic Hapludalfs","moderately well",4,250,250,0,35.7519987487793,43.3080012512207,20.94,1.38,5.90000015497208,5.21599996566772,0,42.3619989013672,36.4180010986328,21.22,0.871999998688698,14.5800002105534,"none",18,0,"outwash",NA,"terrace","no","no",100,"F139XY004OH","12-BEL Belmont, New York"
166586,288405,288405,"139",17,4.99613387405217e-05,4.99613387405217e-05,4.99613387405217e-05,100,"139",100,100,"Borrow pits",324794,"OH133","Portage County, Ohio","9p3d","Borrow pits",18.0162419711842,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
166587,288406,288406,"139",18645,0.0547958329892369,0.0547958329892369,0.0547958329892369,100,"139",100,100,"Canadice",324795,"OH133","Portage County, Ohio","9p3f","Canadice silt loam",17.767351052818,TRUE,100,"alfisols","typic ochraqualfs","Fine, illitic, mesic Typic Ochraqualfs","poorly",1,135,250,0,9.9,57.3,32.8,3.55,7.39999987185001,5.95999984741211,0,6.96666666666667,55.25,37.7833333333333,1.94166666666667,19.3999996036291,"none",20,0,"glaciolacustrine deposits",NA,"depression","yes","no",25,"F139XY011OH","12-BEL Belmont, New York"
166587,1721827,1721827,"139",520,0.00152822918500419,0.00152822918500419,0.00152822918500419,100,"139",100,100,"Canadice",324795,"OH153","Summit County, Ohio","1vspt","Canadice silt loam",17.9162417118366,TRUE,100,"alfisols","typic ochraqualfs","Fine, illitic, mesic Typic Ochraqualfs","poorly",1,135,250,0,9.9,57.3,32.8,3.55,7.39999987185001,5.95999984741211,0,6.96666666666667,55.25,37.7833333333333,1.94166666666667,19.3999996036291,"none",20,0,"glaciolacustrine deposits",NA,"depression","yes","no",25,"F139XY011OH","12-BEL Belmont, New York"
166588,288407,288407,"139",2443,0.00717973826724085,0.00717973826724085,0.00717973826724085,100,"139",100,100,"Caneadea",324796,"OH133","Portage County, Ohio","9p3g","Caneadea silt loam, 0 to 2 percent slopes",17.7539011993908,TRUE,90,"alfisols","aeric ochraqualfs","Fine, illitic, mesic Aeric Ochraqualfs","somewhat poorly",1,122,250,0,4.88800006866455,51.4519989013672,43.66,1.56,7.25999987125397,5.83999980926514,0,2.48266668955485,47.2306663004557,50.2866666666667,0.93600000222524,19.2599996030331,"none",18,0,"glaciolacustrine deposits",NA,"lake plain","no","no",50,"F139XY002OH","12-BEL Belmont, New York"
166589,288408,288408,"139",3567,0.010483064428673,0.010483064428673,0.010483064428673,100,"139",100,100,"Caneadea",324798,"OH133","Portage County, Ohio","9p3h","Caneadea silt loam, 2 to 6 percent slopes",17.7034025927502,TRUE,90,"alfisols","aeric ochraqualfs","Fine, illitic, mesic Aeric Ochraqualfs","somewhat poorly",4,122,250,0,4.88800006866455,51.4519989013672,43.66,1.56,7.25999987125397,5.83999980926514,0,2.48266668955485,47.2306663004557,50.2866666666667,0.93600000222524,19.2599996030331,"none",18,0,"glaciolacustrine deposits",NA,"lake plain","no","no",50,"F139XY002OH","12-BEL Belmont, New York"
166597,288416,288416,"139",27635,0.0812165644761363,0.0812165644761363,0.0812165644761363,100,"139",100,100,"Carlisle",324809,"OH133","Portage County, Ohio","9p3r","Carlisle muck",17.8958420155254,TRUE,100,"histosols","typic medisaprists","Euic, mesic Typic Medisaprists","very poorly",1,250,250,0,0,0,0,84.5,10.9999999403954,5.90000009536743,0,0,0,0,84.5,32.9999998211861,"none",152,0,"organic, herbaceous material & organic, woody material",NA,"marsh","yes","no",0,"F139XY013OH","12-BEL Belmont, New York"
166598,288417,288417,"139",2317,0.00680943658010522,0.00680943658010522,0.00680943658010522,100,"139",100,100,"Chili",324810,"OH133","Portage County, Ohio","9p3s","Chili loam, 0 to 2 percent slopes",17.6788222395659,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",1,137,250,0,42.3299992370605,40.2300007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,53.2819985707601,30.8980014292399,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166599,288418,288418,"139",35277,0.10367565569114,0.10367565569114,0.10367565569114,100,"139",100,100,"Chili",324811,"OH133","Portage County, Ohio","9p3t","Chili loam, 2 to 6 percent slopes",17.8255893875859,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",4,137,250,0,42.3299992370605,40.2300007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,53.2819985707601,30.8980014292399,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166600,288419,288419,"139",18959,0.0557186483047971,0.0557186483047971,0.0557186483047971,100,"139",100,100,"Chili",324812,"OH133","Portage County, Ohio","9p3v","Chili loam, 6 to 12 percent slopes",17.8871352231303,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",9,137,250,0,42.3299992370605,40.2300007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,53.2819985707601,30.8980014292399,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166601,1721481,1721481,"139",85,0.000249806693702608,0.000249806693702608,0.000249806693702608,100,"139",100,100,"Chili",324813,"OH055","Geauga County, Ohio","1vsbn","Chili gravelly loam, 6 to 12 percent slopes, moderately eroded",17.4221046896542,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",9,137,250,0,42.6519995880127,40.5980004119873,16.75,1.325,5.19000003486872,5.33799989700317,0,53.3893320210775,31.0206679789225,15.59,0.765999998350938,12.5800001770258,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166601,288420,288420,"139",16907,0.0496880208285882,0.0496880208285882,0.0496880208285882,100,"139",100,100,"Chili",324813,"OH133","Portage County, Ohio","9p3w","Chili gravelly loam, 6 to 12 percent slopes, moderately eroded",17.8038662412782,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",9,137,250,0,42.6519995880127,40.5980004119873,16.75,1.325,5.19000003486872,5.33799989700317,0,53.3893320210775,31.0206679789225,15.59,0.765999998350938,12.5800001770258,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166602,1721482,1721482,"139",174,0.000511368996520634,0.000511368996520634,0.000511368996520634,100,"139",100,100,"Chili",324814,"OH055","Geauga County, Ohio","1vsbp","Chili silt loam, 0 to 2 percent slopes",17.435983603028,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",1,137,250,0,36.3499992370605,46.2100007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,51.2886652374268,32.8913347625732,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166602,288421,288421,"139",2607,0.00766171824097294,0.00766171824097294,0.00766171824097294,100,"139",100,100,"Chili",324814,"OH133","Portage County, Ohio","9p3x","Chili silt loam, 0 to 2 percent slopes",17.9017072611034,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",1,137,250,0,36.3499992370605,46.2100007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,51.2886652374268,32.8913347625732,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166603,1721483,1721483,"139",29,8.52281660867723e-05,8.52281660867723e-05,8.52281660867723e-05,100,"139",100,100,"Chili",324815,"OH055","Geauga County, Ohio","1vsbq","Chili silt loam, 2 to 6 percent slopes",17.4328692863727,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",4,137,250,0,36.3499992370605,46.2100007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,51.2886652374268,32.8913347625732,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166603,288422,288422,"139",18112,0.0532293980746076,0.0532293980746076,0.0532293980746076,100,"139",100,100,"Chili",324815,"OH133","Portage County, Ohio","9p3y","Chili silt loam, 2 to 6 percent slopes",17.8714930592072,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",4,137,250,0,36.3499992370605,46.2100007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,51.2886652374268,32.8913347625732,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166603,1721834,1721834,"139",144,0.000423201928155007,0.000423201928155007,0.000423201928155007,100,"139",100,100,"Chili",324815,"OH155","Trumbull County, Ohio","1vsq1","Chili silt loam, 2 to 6 percent slopes",17.5425771739748,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",4,137,250,0,36.3499992370605,46.2100007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,51.2886652374268,32.8913347625732,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166604,288423,288423,"139",7771,0.0228382096089761,0.0228382096089761,0.0228382096089761,100,"139",100,100,"Chili",324816,"OH133","Portage County, Ohio","9p3z","Chili silt loam, 6 to 12 percent slopes",17.8921538303755,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",9,137,250,0,36.3499992370605,46.2100007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,51.2886652374268,32.8913347625732,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166605,288424,288424,"139",21066,0.0619109154063429,0.0619109154063429,0.0619109154063429,100,"139",100,100,"Oshtemo",324818,"OH133","Portage County, Ohio","9p40","Chili-Oshtemo complex, 12 to 18 percent slopes",17.8635546137304,TRUE,45,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",15,250,250,0,67.9500007629395,21.5499992370605,10.5,1,5.00000007450581,5.70000004768372,0,71.6446678161621,16.7353316052755,11.62,0.5,12.6000003069639,"none",0,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166605,288424,288424,"139",21066,0.0619109154063429,0.0619109154063429,0.0619109154063429,100,"139",100,100,"Chili",324817,"OH133","Portage County, Ohio","9p40","Chili-Oshtemo complex, 12 to 18 percent slopes",17.8635546137304,TRUE,55,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",15,137,250,0,42.3299992370605,40.2300007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,53.2819985707601,30.8980014292399,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
166606,288425,288425,"139",5287,0.0155379763483022,0.0155379763483022,0.0155379763483022,100,"139",100,100,"Chili",324819,"OH133","Portage County, Ohio","9p41","Chili-Oshtemo complex, 18 to 25 percent slopes",17.8513598177819,TRUE,55,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",22,137,250,0,42.3299992370605,40.2300007629395,17.44,1.325,6.11000001430511,5.33799989700317,0,53.2819985707601,30.8980014292399,15.82,0.765999998350938,13.5000001564622,"none",23,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
