"dmuiid","MLRA","LRU","compname","coiid","areasymbol","areaname","lmapunitiid","muiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site","grpname"
150180,"97","97A","Pinconning",277111,"MI139","Ottawa County, Michigan",192722,192722,"6gjv","Pinconning and Breckenridge sandy loams",17.4062768323858,TRUE,40,"entisols","mollic haplaquents","Sandy over clayey, mixed, semiactive, nonacid, mesic Mollic Haplaquents","poorly",1,91,250,0,80.7800003051758,10.4200002908707,8.8,2.15,5.90000003576279,6.61999988555908,0,54.6593329429626,22.7939997903506,22.5466666666667,0.883333333333333,15.4900002703071,"none",20,0,"lacustrine deposits & lacustrine deposits",NA,"depression & lake plain & depression & till plain","yes","no",25,"F097XA008MI","12-GRR Grand Rapids, Michigan"
150180,"97","97A","Belding",905628,"MI139","Ottawa County, Michigan",192722,192722,"6gjv","Pinconning and Breckenridge sandy loams",17.4062768323858,FALSE,4,"alfisols","udollic ochraqualfs","Fine-loamy, mixed, superactive, mesic Udollic Ochraqualfs","somewhat poorly",1,71,250,0,76.1333308749729,14.4777777459886,9.38888888888889,0.736111111111111,7.08333311809434,5.80000019073486,0,56.3715833653518,24.7486338902041,18.879781420765,0.441256830601093,22.4590158364812,"none",0,0,"till, unspecified",NA,"lake plain","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150180,"97","97A","Allendale",905630,"MI139","Ottawa County, Michigan",192722,192722,"6gjv","Pinconning and Breckenridge sandy loams",17.4062768323858,FALSE,4,"spodosols","alfic haplaquods","Sandy over clayey, mixed, semiactive, mesic Alfic Haplaquods","somewhat poorly",2,86,250,0,73.5600006103516,17.7400005340576,8.7,1.5,5.3999999910593,6.5,0,47.5333327229818,29.2733332316081,23.1933333333333,0.786666666666667,15.0400002151728,"none",30,0,"outwash & lacustrine deposits & till, unspecified & lacustrine deposits",NA,"lake plain","no","yes",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150181,"97","97A","Gladwin",905635,"MI139","Ottawa County, Michigan",192723,192723,"6gjw","Richter sandy loam, 0 to 2 percent slopes",17.077541774425,FALSE,5,"alfisols","aquollic hapludalfs","Sandy, mixed, mesic Aquollic Hapludalfs","somewhat poorly",1,66,250,0,72.9279983520508,19.0120000648499,8.06,1.24,6.07000008970499,6.41999990463257,0,82.4506655883789,10.5693334897359,6.98,0.58,10.990000128746,"none",18,0,"glaciofluvial deposits",NA,"outwash plain & lake plain & glacial drainage channel","no","no",50,"F097XA012MI","12-GRR Grand Rapids, Michigan"
150181,"97","97A","Tonkey",905633,"MI139","Ottawa County, Michigan",192723,192723,"6gjw","Richter sandy loam, 0 to 2 percent slopes",17.077541774425,FALSE,5,"inceptisols","aeric haplaquepts","Coarse-loamy, mixed, semiactive, nonacid, mesic Aeric Haplaquepts","poorly",1,250,250,0,62.5,26,11.5,2.98780487804878,7.9390245966795,6.93414629959479,0,61.8914800224817,28.1959639237066,9.91255605381166,1.90022421524664,18.221973624047,"none",18,0,"glaciofluvial deposits",NA,"depression & glacial drainage channel & depression & lake plain & depression & outwash plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150181,"97","97A","Kibbie",905636,"MI139","Ottawa County, Michigan",192723,192723,"6gjw","Richter sandy loam, 0 to 2 percent slopes",17.077541774425,FALSE,5,"alfisols","aquollic hapludalfs","Fine-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,76,250,0,30.4333330790202,46.9000002543131,22.6666666666667,1,10.0000001490116,6.89999993642171,0,29.5477616609032,51.4572134634749,18.9950248756219,0.529850746268657,28.3432839632924,"none",25,0,"glaciolacustrine deposits & glaciofluvial deposits",NA,"glacial drainage channel & lake plain & outwash plain","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150181,"97","97A","Montcalm",905637,"MI139","Ottawa County, Michigan",192723,192723,"6gjw","Richter sandy loam, 0 to 2 percent slopes",17.077541774425,FALSE,5,"spodosols","alfic haplorthods","Coarse-loamy, mixed, semiactive, mesic Alfic Haplorthods","well",4,250,250,0,82.9359991455078,8.94400005340576,8.12,0.55,3.8199999704957,6.49599990844727,0,82.4453310139974,8.8480001449585,8.70666666666667,0.35,9.81999983638525,"none",0,0,"drift & drift",NA,"glacial drainage channel & lake plain & outwash plain","no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
150181,"97","97A","Richter",277113,"MI139","Ottawa County, Michigan",192723,192723,"6gjw","Richter sandy loam, 0 to 2 percent slopes",17.077541774425,TRUE,80,"inceptisols","aquic dystric eutrochrepts","Coarse-loamy, mixed, semiactive, mesic Aquic Dystric Eutrochrepts","somewhat poorly",1,0,250,0,62.8499993716969,26.1647057252772,10.9852941176471,1.375,8.63235310158309,6.26176455441643,0,63.6535693577358,26.5428566251482,9.80357142857143,0.705357142857143,23.4107145507421,"none",18,0,"lacustrine deposits",NA,"lake plain & outwash plain & glacial drainage channel","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150182,"97","97A","Montcalm",905638,"MI139","Ottawa County, Michigan",192724,192724,"6gjx","Richter sandy loam, 2 to 6 percent slopes",17.0576696934787,FALSE,5,"spodosols","alfic haplorthods","Coarse-loamy, mixed, semiactive, mesic Alfic Haplorthods","well",4,250,250,0,82.9359991455078,8.94400005340576,8.12,0.55,3.8199999704957,6.49599990844727,0,82.4453310139974,8.8480001449585,8.70666666666667,0.35,9.81999983638525,"none",0,0,"drift & drift",NA,"glacial drainage channel & lake plain & outwash plain","no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
150182,"97","97A","Gladwin",905640,"MI139","Ottawa County, Michigan",192724,192724,"6gjx","Richter sandy loam, 2 to 6 percent slopes",17.0576696934787,FALSE,5,"alfisols","aquollic hapludalfs","Sandy, mixed, mesic Aquollic Hapludalfs","somewhat poorly",1,66,250,0,72.9279983520508,19.0120000648499,8.06,1.24,6.07000008970499,6.41999990463257,0,82.4506655883789,10.5693334897359,6.98,0.58,10.990000128746,"none",18,0,"glaciofluvial deposits",NA,"lake plain & outwash plain & glacial drainage channel","no","no",50,"F097XA012MI","12-GRR Grand Rapids, Michigan"
150182,"97","97A","Tonkey",905639,"MI139","Ottawa County, Michigan",192724,192724,"6gjx","Richter sandy loam, 2 to 6 percent slopes",17.0576696934787,FALSE,5,"inceptisols","aeric haplaquepts","Coarse-loamy, mixed, semiactive, nonacid, mesic Aeric Haplaquepts","poorly",1,250,250,0,62.5,26,11.5,2.98780487804878,7.9390245966795,6.93414629959479,0,61.8914800224817,28.1959639237066,9.91255605381166,1.90022421524664,18.221973624047,"none",18,0,"glaciofluvial deposits",NA,"depression & glacial drainage channel & depression & lake plain & depression & outwash plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150182,"97","97A","Richter",277115,"MI139","Ottawa County, Michigan",192724,192724,"6gjx","Richter sandy loam, 2 to 6 percent slopes",17.0576696934787,TRUE,85,"inceptisols","aquic dystric eutrochrepts","Coarse-loamy, mixed, semiactive, mesic Aquic Dystric Eutrochrepts","somewhat poorly",4,0,250,0,62.8499993716969,26.1647057252772,10.9852941176471,1.375,8.63235310158309,6.26176455441643,0,73.8035708836147,16.392857006618,9.80357142857143,0.705357142857143,23.4107145507421,"none",18,0,"lacustrine deposits",NA,"glacial drainage channel & lake plain & outwash plain","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150186,"97","97A","Sand pits",277120,"MI139","Ottawa County, Michigan",192728,192728,"6gk1","Sand pits",17.2193220535681,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-GRR Grand Rapids, Michigan"
150187,"97","97A","Selkirk",277121,"MI139","Ottawa County, Michigan",192729,192729,"6gk2","Selkirk loam, 0 to 2 percent slopes",17.0319683445522,TRUE,85,"alfisols","aeric ochraqualfs","Fine, illitic, mesic Aeric Ochraqualfs","somewhat poorly",1,56,250,0,26.1599994659424,41.1400001525879,32.7,1.7,9.79999989271164,6.81999988555908,0,21.3533336257935,45.5799995422363,33.0666666666667,0.743333333333333,19.2200002074242,"none",30,0,"till, unspecified",NA,"lake plain","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150187,"97","97A","Pinconning",905649,"MI139","Ottawa County, Michigan",192729,192729,"6gk2","Selkirk loam, 0 to 2 percent slopes",17.0319683445522,FALSE,5,"entisols","mollic haplaquents","Sandy over clayey, mixed, semiactive, nonacid, mesic Mollic Haplaquents","poorly",1,91,250,0,87.742000579834,5.25799989938736,7,2.435,4.96000008285046,6.60799989700317,0,56.979999701182,21.0733329931895,21.9466666666667,0.978333333333333,14.5500003173947,"none",23,0,"lacustrine deposits & lacustrine deposits",NA,"lake plain","yes","no",25,"F097XA008MI","12-GRR Grand Rapids, Michigan"
150187,"97","97A","Allendale",905650,"MI139","Ottawa County, Michigan",192729,192729,"6gk2","Selkirk loam, 0 to 2 percent slopes",17.0319683445522,FALSE,5,"spodosols","alfic haplaquods","Sandy over clayey, mixed, semiactive, mesic Alfic Haplaquods","somewhat poorly",2,86,250,0,73.5600006103516,17.7400005340576,8.7,1.5,5.3999999910593,6.5,0,47.5333327229818,29.2733332316081,23.1933333333333,0.786666666666667,15.0400002151728,"none",30,0,"outwash & lacustrine deposits & till, unspecified & lacustrine deposits",NA,"lake plain","no","yes",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150187,"97","97A","Sims",905648,"MI139","Ottawa County, Michigan",192729,192729,"6gk2","Selkirk loam, 0 to 2 percent slopes",17.0319683445522,FALSE,5,"inceptisols","mollic haplaquepts","Fine, mixed, semiactive, nonacid, mesic Mollic Haplaquepts","poorly",1,76,250,0,33.394804471499,33.683116268802,32.9220779220779,0.922077922077922,8.9480520552629,6.69999980926514,0,31.5901472721194,33.0650234504286,35.3448275862069,0.504926108374384,26.0098525052294,"none",23,0,"till, unspecified",NA,"lake plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150188,"97","97A","Pinconning",905654,"MI139","Ottawa County, Michigan",192730,192730,"6gk3","Selkirk loam, 2 to 6 percent slopes",17.0501746246478,FALSE,5,"entisols","mollic haplaquents","Sandy over clayey, mixed, semiactive, nonacid, mesic Mollic Haplaquents","poorly",1,91,250,0,87.742000579834,5.25799989938736,7,2.435,4.96000008285046,6.60799989700317,0,56.979999701182,21.0733329931895,21.9466666666667,0.978333333333333,14.5500003173947,"none",23,0,"lacustrine deposits & lacustrine deposits",NA,"lake plain","yes","no",25,"F097XA008MI","12-GRR Grand Rapids, Michigan"
150188,"97","97A","Hettinger",905655,"MI139","Ottawa County, Michigan",192730,192730,"6gk3","Selkirk loam, 2 to 6 percent slopes",17.0501746246478,FALSE,5,"mollisols","typic haplaquolls","Fine-loamy, mixed, active, mesic Typic Haplaquolls","poorly",1,71,250,0,28.9399997711182,47.4599990844727,23.6,2.35,10.4000000655651,7,0,61.1146649297078,23.7986661227544,15.0866666666667,0.95,26.4500005990267,"none",20,0,"glaciolacustrine deposits",NA,"lake plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150188,"97","97A","Selkirk",277124,"MI139","Ottawa County, Michigan",192730,192730,"6gk3","Selkirk loam, 2 to 6 percent slopes",17.0501746246478,TRUE,85,"alfisols","aeric ochraqualfs","Fine, illitic, mesic Aeric Ochraqualfs","somewhat poorly",4,56,250,0,26.1599994659424,41.1400001525879,32.7,1.7,9.79999989271164,6.81999988555908,0,21.3533336257935,45.5799995422363,33.0666666666667,0.743333333333333,19.2200002074242,"none",30,0,"till, unspecified",NA,"lake plain","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150188,"97","97A","Allendale",905653,"MI139","Ottawa County, Michigan",192730,192730,"6gk3","Selkirk loam, 2 to 6 percent slopes",17.0501746246478,FALSE,5,"spodosols","alfic haplaquods","Sandy over clayey, mixed, semiactive, mesic Alfic Haplaquods","somewhat poorly",2,86,250,0,73.5600006103516,17.7400005340576,8.7,1.5,5.3999999910593,6.5,0,47.5333327229818,29.2733332316081,23.1933333333333,0.786666666666667,15.0400002151728,"none",30,0,"outwash & lacustrine deposits & till, unspecified & lacustrine deposits",NA,"lake plain","no","yes",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150189,"97","97A","Sloan",905658,"MI139","Ottawa County, Michigan",192731,192731,"6gk4","Shoals loam",17.1169828429152,FALSE,5,"mollisols","fluvaquentic haplaquolls","Fine-loamy, mixed, superactive, mesic Fluvaquentic Haplaquolls","very poorly",1,107,250,0,34.3999992370605,42.6000015258789,23,3,10,7.23999996185303,0,32.5033327865601,44.2166681925456,23.28,1.45700000683467,26.569999948144,"flood",30,NA,"alluvium","limestone and dolomite","flood plain","yes","no",0,"F097XA027MI","12-GRR Grand Rapids, Michigan"
150189,"97","97A","Shoals",277127,"MI139","Ottawa County, Michigan",192731,192731,"6gk4","Shoals loam",17.1169828429152,TRUE,90,"entisols","aeric fluvaquents","Fine-loamy, mixed, superactive, nonacid, mesic Aeric Fluvaquents","somewhat poorly",1,20,250,0,30.1999992370605,45.5000007629395,24.3,2.15,10.6000001728535,7.18000011444092,0,36.4566659037272,40.3566674296061,23.1866666666667,1.37233333985011,29.3700004220009,"flood",20,0,"alluvium","limestone and dolomite","flood plain","no","no",50,"F097XA025MI","12-GRR Grand Rapids, Michigan"
150189,"97","97A","Ceresco",905659,"MI139","Ottawa County, Michigan",192731,192731,"6gk4","Shoals loam",17.1169828429152,FALSE,5,"mollisols","fluvaquentic hapludolls","Coarse-loamy, mixed, superactive, mesic Fluvaquentic Hapludolls","somewhat poorly",1,250,250,0,57.7571449279785,28.8857143947056,13.3571428571429,2.14285714285714,8.42857126678739,7,0,63.5704108646938,22.6591842028559,13.7704081632653,1.19081633553213,23.2653055568131,"flood",30,0,"alluvium",NA,"flood plain","no","no",50,"F097XA025MI","12-GRR Grand Rapids, Michigan"
150190,"97","97A","Kawkawlin",905663,"MI139","Ottawa County, Michigan",192732,192732,"6gk5","Sims loam",17.0918444045678,FALSE,5,"alfisols","aquic glossudalfs","Fine, mixed, semiactive, mesic Aquic Glossudalfs","somewhat poorly",4,36,250,0,36.0919998931885,36.5279995727539,27.38,1.06,8.58000007271767,6.55599994659424,0,32.5573330434163,34.1693321736654,33.2733333333333,0.52,25.3600002974272,"none",18,0,"till, unspecified",NA,"depression & till plain","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150190,"97","97A","Sims",277129,"MI139","Ottawa County, Michigan",192732,192732,"6gk5","Sims loam",17.0918444045678,TRUE,85,"inceptisols","mollic haplaquepts","Fine, mixed, semiactive, nonacid, mesic Mollic Haplaquepts","poorly",1,76,250,0,33.394804471499,33.683116268802,32.9220779220779,0.922077922077922,8.9480520552629,6.69999980926514,0,31.5901472721194,33.0650234504286,35.3448275862069,0.504926108374384,26.0098525052294,"none",23,0,"till, unspecified",NA,"depression & till plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150190,"97","97A","Breckenridge",905660,"MI139","Ottawa County, Michigan",192732,192732,"6gk5","Sims loam",17.0918444045678,FALSE,5,"mollisols","typic haplaquolls","Coarse-loamy, mixed, semiactive, mesic Typic Haplaquolls","poorly",1,89,250,0,66.7560996078863,20.1219517312399,13.1219512195122,1.51219512195122,5.82926827596455,6.43414629959479,0,57.7303185786597,24.4552040790541,17.8144796380091,0.718325791855204,19.7647061283232,"none",18,0,NA,NA,"depression & till plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150190,"97","97A","Sims",277129,NA,NA,NA,1907609,"2210s","Sims loam",17.0918444045678,TRUE,85,"inceptisols","mollic haplaquepts","Fine, mixed, semiactive, nonacid, mesic Mollic Haplaquepts","poorly",1,76,250,0,33.394804471499,33.683116268802,32.9220779220779,0.922077922077922,8.9480520552629,6.69999980926514,0,31.5901472721194,33.0650234504286,35.3448275862069,0.504926108374384,26.0098525052294,"none",23,0,"till, unspecified",NA,"depression & till plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150190,"97","97A","Kawkawlin",905663,NA,NA,NA,1907609,"2210s","Sims loam",17.0918444045678,FALSE,5,"alfisols","aquic glossudalfs","Fine, mixed, semiactive, mesic Aquic Glossudalfs","somewhat poorly",4,36,250,0,36.0919998931885,36.5279995727539,27.38,1.06,8.58000007271767,6.55599994659424,0,32.5573330434163,34.1693321736654,33.2733333333333,0.52,25.3600002974272,"none",18,0,"till, unspecified",NA,"depression & till plain","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150190,"97","97A","Brevort",905661,"MI139","Ottawa County, Michigan",192732,192732,"6gk5","Sims loam",17.0918444045678,FALSE,5,"mollisols","typic haplaquolls","Sandy over loamy, mixed, active, mesic Typic Haplaquolls","poorly",1,81,250,0,74.8400030517578,17.3200003433228,7.84,3.75,5.11999988555908,6.83199989318848,0,57.6753349812826,24.464666741689,17.86,1.41666666666667,19.3299999535084,"none",28,0,"lacustrine deposits & outwash & lacustrine deposits & till, unspecified",NA,"depression & till plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150190,"97","97A","Breckenridge",905660,NA,NA,NA,1907609,"2210s","Sims loam",17.0918444045678,FALSE,5,"mollisols","typic haplaquolls","Coarse-loamy, mixed, semiactive, mesic Typic Haplaquolls","poorly",1,89,250,0,66.7560996078863,20.1219517312399,13.1219512195122,1.51219512195122,5.82926827596455,6.43414629959479,0,57.7303185786597,24.4552040790541,17.8144796380091,0.718325791855204,19.7647061283232,"none",18,0,NA,NA,"depression & till plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150190,"97","97A","Brevort",905661,NA,NA,NA,1907609,"2210s","Sims loam",17.0918444045678,FALSE,5,"mollisols","typic haplaquolls","Sandy over loamy, mixed, active, mesic Typic Haplaquolls","poorly",1,81,250,0,74.8400030517578,17.3200003433228,7.84,3.75,5.11999988555908,6.83199989318848,0,57.6753349812826,24.464666741689,17.86,1.41666666666667,19.3299999535084,"none",28,0,"lacustrine deposits & outwash & lacustrine deposits & till, unspecified",NA,"depression & till plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150191,"97","97A","Glendora",905665,"MI139","Ottawa County, Michigan",192733,192733,"6gk6","Sloan loam",17.101208990894,FALSE,5,"entisols","mollic psammaquents","Mixed, mesic Mollic Psammaquents","poorly",1,250,250,0,79.4500007629395,12.3000003695488,8.25,3.625,5.49999997019768,6.69999980926514,0,88.8833325703939,5.03333344062169,6.08333333333333,1.375,13.4999997913837,"flood",25,0,"alluvium",NA,"flood plain","yes","no",25,"F097XA027MI","12-GRR Grand Rapids, Michigan"
150191,"97","97A","Sloan",277130,"MI139","Ottawa County, Michigan",192733,192733,"6gk6","Sloan loam",17.101208990894,TRUE,85,"mollisols","fluvaquentic haplaquolls","Fine-loamy, mixed, superactive, mesic Fluvaquentic Haplaquolls","very poorly",1,107,250,0,34.3999992370605,42.6000015258789,23,3,10,7.23999996185303,0,32.5033327865601,44.2166681925456,23.28,1.45700000683467,26.569999948144,"flood",30,0,"alluvium","limestone and dolomite","flood plain","yes","no",0,"F097XA027MI","12-GRR Grand Rapids, Michigan"
150191,"97","97A","Algansee",905666,"MI139","Ottawa County, Michigan",192733,192733,"6gk6","Sloan loam",17.101208990894,FALSE,5,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","somewhat poorly",2,250,250,0,87.0999984741211,5.39999997615814,7.5,1.625,4.74999994039536,6.84999990463257,0,89.4999974568685,2.99999996026357,7.5,0.708333333333333,12.7499997615814,"flood",25,0,"alluvium",NA,"flood plain","yes","no",25,"F097XA027MI","12-GRR Grand Rapids, Michigan"
150191,"97","97A","Shoals",905664,"MI139","Ottawa County, Michigan",192733,192733,"6gk6","Sloan loam",17.101208990894,FALSE,5,"entisols","aeric fluvaquents","Fine-loamy, mixed, superactive, nonacid, mesic Aeric Fluvaquents","somewhat poorly",1,20,250,0,30.1999992370605,45.5000007629395,24.3,2.15,10.6000001728535,7.18000011444092,0,36.4566659037272,40.3566674296061,23.1866666666667,1.37233333985011,29.3700004220009,"flood",20,0,"alluvium","limestone and dolomite","flood plain","no","no",50,"F097XA025MI","12-GRR Grand Rapids, Michigan"
150192,"97","97A","Boyer",905668,"MI139","Ottawa County, Michigan",192734,192734,"6gk7","Spinks loamy sand, 0 to 2 percent slopes",17.108376692794,FALSE,5,"alfisols","typic hapludalfs","Coarse-loamy, mixed, semiactive, mesic Typic Hapludalfs","well",1,91,250,0,81.917646520278,10.2000000336591,7.88235294117647,0.514705882352941,5.82352931446889,6.44705878987032,0,83.0946900696881,8.82123904576344,8.08407079646018,0.349557522123894,14.2765483905487,"none",0,0,"drift & outwash",NA,"outwash plain & till plain","no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
150192,"97","97A","Spinks",277131,"MI139","Ottawa County, Michigan",192734,192734,"6gk7","Spinks loamy sand, 0 to 2 percent slopes",17.108376692794,TRUE,90,"alfisols","lamellic hapludalfs","Sandy, mixed, mesic Lamellic Hapludalfs","well",1,250,250,0,89.3999979119552,2.87631575684798,7.72368421052632,0.447368421052632,3.8815788973711,6.49736836082057,0,89.4568172801625,2.66249998591163,7.88068181818182,0.335227272727273,10.1420452754775,"none",0,0,"eolian deposits & outwash","sandstone","outwash plain & till plain","no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
150192,"97","97A","Oshtemo",905667,"MI139","Ottawa County, Michigan",192734,192734,"6gk7","Spinks loamy sand, 0 to 2 percent slopes",17.108376692794,FALSE,5,"alfisols","typic hapludalfs","Coarse-loamy, mixed, active, mesic Typic Hapludalfs","well",1,127,250,0,66.7999979654948,23.533332824707,9.66666666666667,0.75,4.83333319425583,5.60000006357829,0,68.3091242351229,21.4071422351731,10.2837301587302,0.398809523809524,12.0595235122545,"none",0,0,"glaciofluvial deposits & outwash",NA,"outwash plain & till plain","no","no",250,"F097XA018MI","12-GRR Grand Rapids, Michigan"
150193,"97","97A","Spinks",277132,"MI139","Ottawa County, Michigan",192735,192735,"6gk8","Spinks loamy sand, 2 to 6 percent slopes",17.0809085473667,TRUE,90,"alfisols","lamellic hapludalfs","Sandy, mixed, mesic Lamellic Hapludalfs","well",4,250,250,0,89.3999979119552,2.87631575684798,7.72368421052632,0.447368421052632,3.8815788973711,6.49736836082057,0,89.4568172801625,2.66249998591163,7.88068181818182,0.335227272727273,10.1420452754775,"none",0,0,"eolian deposits & outwash","sandstone","outwash plain & till plain","no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
150193,"97","97A","Boyer",905670,"MI139","Ottawa County, Michigan",192735,192735,"6gk8","Spinks loamy sand, 2 to 6 percent slopes",17.0809085473667,FALSE,5,"alfisols","typic hapludalfs","Coarse-loamy, mixed, semiactive, mesic Typic Hapludalfs","well",4,91,250,0,81.917646520278,10.2000000336591,7.88235294117647,0.514705882352941,5.82352931446889,6.44705878987032,0,83.0946900696881,8.82123904576344,8.08407079646018,0.349557522123894,14.2765483905487,"none",0,0,"drift & outwash",NA,"outwash plain & till plain","no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
150193,"97","97A","Oshtemo",905669,"MI139","Ottawa County, Michigan",192735,192735,"6gk8","Spinks loamy sand, 2 to 6 percent slopes",17.0809085473667,FALSE,5,"alfisols","typic hapludalfs","Coarse-loamy, mixed, active, mesic Typic Hapludalfs","well",4,127,250,0,66.7999979654948,23.533332824707,9.66666666666667,0.75,4.83333319425583,5.60000006357829,0,68.3091242351229,21.4071422351731,10.2837301587302,0.398809523809524,12.0595235122545,"none",0,0,"glaciofluvial deposits & outwash",NA,"outwash plain & till plain","no","no",250,"F097XA018MI","12-GRR Grand Rapids, Michigan"
150198,"97","97A","Hettinger",905673,"MI139","Ottawa County, Michigan",192740,192740,"6gkf","Toledo silty clay loam",17.2232833132063,FALSE,5,"mollisols","typic haplaquolls","Fine-loamy, mixed, active, mesic Typic Haplaquolls","poorly",1,71,250,0,28.9399997711182,47.4599990844727,23.6,2.35,10.4000000655651,7,0,61.1146649297078,23.7986661227544,15.0866666666667,0.95,26.4500005990267,"none",20,0,"glaciolacustrine deposits",NA,"depression & glacial drainage channel & depression & lake plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150198,"97","97A","Selkirk",905674,"MI139","Ottawa County, Michigan",192740,192740,"6gkf","Toledo silty clay loam",17.2232833132063,FALSE,5,"alfisols","aeric ochraqualfs","Fine, illitic, mesic Aeric Ochraqualfs","somewhat poorly",1,56,250,0,26.1599994659424,41.1400001525879,32.7,1.7,9.79999989271164,6.81999988555908,0,21.3533336257935,45.5799995422363,33.0666666666667,0.743333333333333,19.2200002074242,"none",30,0,"till, unspecified",NA,"knoll & glacial drainage channel & knoll & lake plain","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
150198,"97","97A","Toledo",277140,"MI139","Ottawa County, Michigan",192740,192740,"6gkf","Toledo silty clay loam",17.2232833132063,TRUE,90,"inceptisols","mollic haplaquepts","Fine, illitic, nonacid, mesic Mollic Haplaquepts","very poorly",1,61,250,0,13.3400005340576,46.5599998474121,40.1,2.8,8.20000007748604,6.93999996185303,0,8.09866685867309,46.6846666717529,45.2166666666667,1.1,18.3100002035499,"none",30,0,"glaciolacustrine deposits",NA,"depression & glacial drainage channel & depression & lake plain","yes","no",0,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150199,"97","97A","Tonkey",277141,"MI139","Ottawa County, Michigan",192741,192741,"6gkg","Tonkey sandy loam",17.1406849542041,TRUE,95,"inceptisols","aeric haplaquepts","Coarse-loamy, mixed, semiactive, nonacid, mesic Aeric Haplaquepts","poorly",1,250,250,0,62.5,26,11.5,2.98780487804878,7.9390245966795,6.93414629959479,0,61.8914800224817,28.1959639237066,9.91255605381166,1.90022421524664,18.221973624047,"none",18,0,"glaciofluvial deposits",NA,"lake plain & glacial drainage channel","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
150199,"97","97A","Granby",905675,"MI139","Ottawa County, Michigan",192741,192741,"6gkg","Tonkey sandy loam",17.1406849542041,FALSE,5,"mollisols","typic haplaquolls","Sandy, mixed, mesic Typic Haplaquolls","poorly",1,250,250,0,79,11.0000001788139,10,2.625,6.50000013411045,6.59999990463257,0,88.2166656494141,4.70333337704341,7.08,1.04166666666667,14.1200002655387,"none",25,0,"lacustrine deposits & outwash",NA,"lake plain & glacial drainage channel","yes","no",25,"F097XA008MI","12-GRR Grand Rapids, Michigan"
150200,"97","97A","Tuscola",277142,"MI139","Ottawa County, Michigan",192742,192742,"6gkh","Tuscola fine sandy loam, 2 to 6 percent slopes",17.1069968552257,TRUE,95,"alfisols","aquic hapludalfs","Fine-loamy, mixed, active, mesic Aquic Hapludalfs","moderately well",4,91,250,0,47.3559991455078,33.143999786377,19.5,1.23,9.00000035762787,6.19999980926514,0,30.2719997151693,46.1513332621257,23.5766666666667,0.576666666666667,25.8200004398823,"none",28,0,"lacustrine deposits",NA,"lake plain","no","no",100,"F097XA022MI","12-GRR Grand Rapids, Michigan"
